"Nom géographique";"Abréviation du nom du genre de région géographique";"Population, 2021";"Population, 2016";"Variation en pourcentage de la population, 2016 à 2021";"Total des logements privés, 2021";"Total des logements privés, 2016";"Variation en pourcentage du total des logements privés, 2016 à 2021";"Logements privés occupés par des résidents habituels, 2021";"Logements privés occupés par des résidents habituels, 2016";"Variation en pourcentage des logements privés occupés par des résidents habituels, 2016 à 2021";"Superficie des terres en kilomètres carrés, 2021";"Densité de population au kilomètre carré, 2021";"Classement national de la population, 2021";"Classement provincial et territorial de la population, 2021"
"Saint-Mathieu-de-Beloeil";"MÉ";"2 952";"2 619";"12,7";"1 197";"997";"20,1";"1 169";"972";"20,3";"39,39";"74,9";"1 059";"279"
"Alma 5";"V";"30 331";"30 771";"-1,4";"14 493";"14 310";"1,3";"13 815";"13 652";"1,2";"194,92";"155,6";"156";"37"
"Belle-Rivière 3";"NO";"10";"0";"...";"18";"0";"...";"4";"0";"...";"608,47";"0,0";"4 722";"1 179"
"Desbiens";"V";"995";"1 028";"-3,2";"523";"498";"5,0";"475";"472";"0,6";"10,39";"95,7";"2 114";"662"
"Hébertville 3";"MÉ";"2 500";"2 542";"-1,7";"1 245";"1 273";"-2,2";"1 078";"1 076";"0,2";"260,74";"9,6";"1 192";"335"
"Hébertville-Station";"VL";"1 229";"1 311";"-6,3";"558";"551";"1,3";"546";"546";"0,0";"31,50";"39,0";"1 870";"573"
"L'Ascension-de-Notre-Seigneur";"PE";"2 079";"1 987";"4,6";"985";"979";"0,6";"855";"809";"5,7";"130,84";"15,9";"1 351";"394"
"Labrecque";"MÉ";"1 328";"1 321";"0,5";"766";"754";"1,6";"575";"539";"6,7";"152,67";"8,7";"1 790";"552"
"Lac-Achouakan";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"225,49";"0,0";"4 831";"1 194"
"Lac-Moncouche";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"262,78";"0,0";"4 831";"1 194"
"Lamarche";"MÉ";"476";"514";"-7,4";"396";"415";"-4,6";"255";"231";"10,4";"81,45";"5,8";"2 994";"942"
"Mont-Apica";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"13,02";"0,0";"4 831";"1 194"
"Métabetchouan--Lac-à-la-Croix";"V";"4 121";"3 985";"3,4";"2 075";"2 083";"-0,4";"1 806";"1 734";"4,2";"187,49";"22,0";"839";"210"
"Saint-Bruno";"MÉ";"2 902";"2 801";"3,6";"1 269";"1 184";"7,2";"1 226";"1 148";"6,8";"77,86";"37,3";"1 065";"282"
"Saint-Gédéon";"MÉ";"2 177";"2 085";"4,4";"1 219";"1 228";"-0,7";"968";"910";"6,4";"63,38";"34,3";"1 310";"380"
"Saint-Henri-de-Taillon 5";"MÉ";"803";"826";"-2,8";"504";"478";"5,4";"362";"298";"21,5";"61,74";"13,0";"2 367";"754"
"Saint-Ludger-de-Milot";"MÉ";"637";"651";"-2,2";"401";"404";"-0,7";"318";"319";"-0,3";"107,46";"5,9";"2 651";"844"
"Saint-Nazaire";"MÉ";"2 029";"2 073";"-2,1";"869";"843";"3,1";"835";"813";"2,7";"144,76";"14,0";"1 370";"400"
"Sainte-Monique";"MÉ";"858";"846";"1,4";"443";"450";"-1,6";"379";"362";"4,7";"152,53";"5,6";"2 294";"726"
"Laval";"V";"438 366";"422 993";"3,6";"176 115";"165 686";"6,3";"169 785";"160 328";"5,9";"246,13";"1 781,0";"14";"3"
"Chambord";"MÉ";"1 748";"1 765";"-1,0";"1 186";"1 113";"6,6";"849";"770";"10,3";"120,85";"14,5";"1 512";"448"
"La Doré";"PE";"1 359";"1 365";"-0,4";"654";"669";"-2,2";"610";"605";"0,8";"288,55";"4,7";"1 768";"542"
"Lac-Ashuapmushuan";"NO";"140";"36";"288,9";"571";"624";"-8,5";"96";"7";"1 271,4";"14 684,28";"0,0";"4 098";"1 144"
"Lac-Bouchette";"MÉ";"1 183";"1 196";"-1,1";"956";"926";"3,2";"641";"591";"8,5";"904,26";"1,3";"1 916";"586"
"Mashteuiatsh";"IRI";"2 010";"1 957";"2,7";"1 095";"1 022";"7,1";"808";"746";"8,3";"14,43";"139,3";"1 377";"403"
"Roberval";"V";"9 840";"10 046";"-2,1";"4 838";"4 802";"0,7";"4 520";"4 498";"0,5";"151,36";"65,0";"435";"111"
"Saint-André-du-Lac-Saint-Jean";"VL";"453";"467";"-3,0";"231";"217";"6,5";"208";"193";"7,8";"145,43";"3,1";"3 039";"955"
"Saint-François-de-Sales";"MÉ";"643";"616";"4,4";"423";"429";"-1,4";"295";"280";"5,4";"197,20";"3,3";"2 638";"838"
"Saint-Félicien";"V";"10 089";"10 238";"-1,5";"5 169";"5 022";"2,9";"4 686";"4 533";"3,4";"361,27";"27,9";"425";"110"
"Saint-Prime";"MÉ";"2 760";"2 753";"0,3";"1 304";"1 252";"4,2";"1 178";"1 137";"3,6";"147,16";"18,8";"1 106";"299"
"Sainte-Hedwidge";"MÉ";"870";"846";"2,8";"494";"473";"4,4";"390";"369";"5,7";"461,67";"1,9";"2 279";"721"
"Audet";"MÉ";"708";"734";"-3,5";"317";"303";"4,6";"284";"291";"-2,4";"134,95";"5,2";"2 504";"796"
"Courcelles";"MÉ";"814";"823";"-1,1";"430";"434";"-0,9";"391";"382";"2,4";"90,34";"9,0";"2 347";"748"
"Frontenac";"MÉ";"1 811";"1 734";"4,4";"922";"870";"6,0";"769";"719";"7,0";"223,60";"8,1";"1 470";"434"
"Lac-Drolet";"MÉ";"1 067";"1 021";"4,5";"600";"618";"-2,9";"492";"470";"4,7";"124,30";"8,6";"2 032";"633"
"Lac-Mégantic";"V";"5 747";"5 654";"1,6";"3 143";"2 870";"9,5";"2 938";"2 692";"9,1";"21,98";"261,5";"672";"171"
"Lambton";"MÉ";"1 630";"1 617";"0,8";"1 143";"1 200";"-4,8";"755";"699";"8,0";"108,45";"15,0";"1 579";"479"
"Marston";"CT";"777";"705";"10,2";"419";"401";"4,5";"341";"294";"16,0";"71,83";"10,8";"2 400";"769"
"Milan";"MÉ";"318";"299";"6,4";"212";"228";"-7,0";"156";"149";"4,7";"129,44";"2,5";"3 450";"1 049"
"Nantes";"MÉ";"1 388";"1 377";"0,8";"668";"696";"-4,0";"609";"596";"2,2";"119,16";"11,6";"1 750";"532"
"Notre-Dame-des-Bois";"MÉ";"1 028";"938";"9,6";"817";"906";"-9,8";"470";"405";"16,0";"192,51";"5,3";"2 079";"651"
"Piopolis";"MÉ";"398";"358";"11,2";"315";"304";"3,6";"208";"179";"16,2";"103,38";"3,8";"3 184";"991"
"Saint-Augustin-de-Woburn";"PE";"667";"692";"-3,6";"354";"344";"2,9";"309";"305";"1,3";"281,07";"2,4";"2 594";"826"
"Saint-Ludger";"MÉ";"1 074";"1 071";"0,3";"507";"529";"-4,2";"449";"460";"-2,4";"127,58";"8,4";"2 027";"632"
"Saint-Robert-Bellarmin";"MÉ";"529";"575";"-8,0";"237";"231";"2,6";"224";"223";"0,4";"236,33";"2,2";"2 874";"903"
"Saint-Romain";"MÉ";"711";"691";"2,9";"425";"405";"4,9";"328";"302";"8,6";"112,12";"6,3";"2 498";"793"
"Saint-Sébastien";"MÉ";"674";"657";"2,6";"329";"343";"-4,1";"301";"292";"3,1";"91,95";"7,3";"2 577";"822"
"Sainte-Cécile-de-Whitton";"MÉ";"853";"863";"-1,2";"491";"513";"-4,3";"359";"347";"3,5";"146,46";"5,8";"2 302";"730"
"Stornoway";"MÉ";"535";"530";"0,9";"272";"262";"3,8";"247";"227";"8,8";"180,15";"3,0";"2 859";"901"
"Stratford";"CT";"1 036";"945";"9,6";"946";"895";"5,7";"533";"453";"17,7";"119,86";"8,6";"2 069";"647"
"Val-Racine";"MÉ";"183";"178";"2,8";"132";"126";"4,8";"91";"74";"23,0";"116,06";"1,6";"3 917";"1 123"
"Henryville";"MÉ";"1 497";"1 406";"6,5";"702";"697";"0,7";"612";"606";"1,0";"64,82";"23,1";"1 665";"503"
"Lacolle";"MÉ";"2 708";"2 596";"4,3";"1 278";"1 189";"7,5";"1 188";"1 117";"6,4";"49,41";"54,8";"1 128";"309"
"Mont-Saint-Grégoire";"MÉ";"3 136";"3 077";"1,9";"1 226";"1 192";"2,9";"1 187";"1 154";"2,9";"79,83";"39,3";"1 009";"262"
"Noyan";"MÉ";"1 418";"1 392";"1,9";"823";"795";"3,5";"645";"597";"8,0";"44,28";"32,0";"1 727";"523"
"Saint-Alexandre";"MÉ";"2 678";"2 469";"8,5";"1 028";"932";"10,3";"1 003";"911";"10,1";"76,27";"35,1";"1 133";"312"
"Saint-Blaise-sur-Richelieu";"MÉ";"2 092";"2 066";"1,3";"905";"872";"3,8";"854";"822";"3,9";"69,54";"30,1";"1 342";"391"
"Saint-Georges-de-Clarenceville";"MÉ";"1 154";"1 103";"4,6";"732";"738";"-0,8";"538";"507";"6,1";"63,06";"18,3";"1 941";"597"
"Saint-Jean-sur-Richelieu";"V";"97 873";"95 114";"2,9";"44 255";"42 036";"5,3";"42 913";"40 843";"5,1";"226,93";"431,3";"62";"11"
"Saint-Paul-de-l'Île-aux-Noix";"MÉ";"2 141";"1 980";"8,1";"1 112";"1 020";"9,0";"964";"892";"8,1";"29,85";"71,7";"1 324";"385"
"Saint-Sébastien";"MÉ";"692";"718";"-3,6";"284";"278";"2,2";"268";"269";"-0,4";"63,29";"10,9";"2 537";"807"
"Saint-Valentin";"MÉ";"418";"447";"-6,5";"181";"182";"-0,5";"164";"170";"-3,5";"39,27";"10,6";"3 122";"979"
"Sainte-Anne-de-Sabrevois";"PE";"2 143";"2 039";"5,1";"932";"885";"5,3";"881";"837";"5,3";"44,65";"48,0";"1 323";"384"
"Sainte-Brigide-d'Iberville";"MÉ";"1 428";"1 402";"1,9";"577";"546";"5,7";"566";"530";"6,8";"70,52";"20,3";"1 712";"520"
"Venise-en-Québec";"MÉ";"1 899";"1 634";"16,2";"1 173";"1 099";"6,7";"940";"806";"16,6";"13,13";"144,7";"1 421";"416"
"Ascot Corner";"MÉ";"3 368";"3 158";"6,6";"1 364";"1 235";"10,4";"1 310";"1 201";"9,1";"81,64";"41,3";"955";"245"
"Bury";"MÉ";"1 252";"1 174";"6,6";"607";"613";"-1,0";"519";"497";"4,4";"234,13";"5,3";"1 844";"567"
"Chartierville";"MÉ";"319";"276";"15,6";"231";"222";"4,1";"167";"156";"7,1";"141,94";"2,2";"3 448";"1 048"
"Cookshire-Eaton";"V";"5 344";"5 393";"-0,9";"2 283";"2 275";"0,4";"2 190";"2 167";"1,1";"296,25";"18,0";"700";"178"
"Dudswell";"MÉ";"1 755";"1 727";"1,6";"1 062";"1 119";"-5,1";"801";"792";"1,1";"218,01";"8,0";"1 509";"447"
"East Angus";"V";"3 840";"3 659";"4,9";"1 718";"1 644";"4,5";"1 653";"1 599";"3,4";"7,84";"489,8";"888";"224"
"Hampden";"CT";"193";"176";"9,7";"114";"104";"9,6";"87";"81";"7,4";"111,68";"1,7";"3 885";"1 118"
"La Patrie";"MÉ";"805";"768";"4,8";"425";"433";"-1,8";"362";"357";"1,4";"204,61";"3,9";"2 362";"752"
"Lingwick";"CT";"456";"428";"6,5";"334";"344";"-2,9";"222";"205";"8,3";"243,01";"1,9";"3 031";"952"
"Newport";"MÉ";"698";"733";"-4,8";"401";"382";"5,0";"316";"319";"-0,9";"270,63";"2,6";"2 530";"804"
"Saint-Isidore-de-Clifton";"MÉ";"673";"695";"-3,2";"353";"371";"-4,9";"316";"316";"0,0";"176,94";"3,8";"2 581";"824"
"Scotstown";"V";"459";"472";"-2,8";"272";"279";"-2,5";"230";"228";"0,9";"11,44";"40,1";"3 025";"949"
"Weedon";"MÉ";"2 667";"2 670";"-0,1";"1 633";"1 754";"-6,9";"1 283";"1 250";"2,6";"215,95";"12,4";"1 138";"314"
"Westbury";"CT";"1 097";"1 006";"9,0";"440";"428";"2,8";"424";"413";"2,7";"55,61";"19,7";"2 001";"620"
"Akwesasne 3 6";"IRI";"..";"2 378";"..";"..";"763";"..";"..";"726";"..";"23,79";"..";"..";".."
"Dundee";"CT";"386";"387";"-0,3";"310";"359";"-13,6";"168";"169";"-0,6";"68,41";"5,6";"3 218";"1 002"
"Elgin";"MÉ";"389";"394";"-1,3";"206";"221";"-6,8";"175";"176";"-0,6";"69,35";"5,6";"3 211";"1 000"
"Franklin";"MÉ";"1 635";"1 636";"-0,1";"800";"777";"3,0";"717";"700";"2,4";"112,33";"14,6";"1 577";"478"
"Godmanchester";"CT";"1 403";"1 394";"0,6";"621";"618";"0,5";"582";"571";"1,9";"138,66";"10,1";"1 735";"526"
"Havelock";"CT";"756";"740";"2,2";"407";"400";"1,8";"352";"342";"2,9";"88,70";"8,5";"2 432";"779"
"Hinchinbrooke";"MÉ";"2 187";"2 103";"4,0";"1 177";"1 186";"-0,8";"1 026";"969";"5,9";"148,36";"14,7";"1 305";"378"
"Howick";"MÉ";"850";"778";"9,3";"366";"352";"4,0";"347";"340";"2,1";"0,96";"885,0";"2 307";"732"
"Huntingdon";"V";"2 556";"2 444";"4,6";"1 273";"1 159";"9,8";"1 202";"1 091";"10,2";"2,77";"924,2";"1 174";"329"
"Ormstown";"MÉ";"3 917";"3 595";"9,0";"1 788";"1 641";"9,0";"1 706";"1 542";"10,6";"142,24";"27,5";"870";"219"
"Saint-Anicet";"MÉ";"2 754";"2 626";"4,9";"1 913";"2 088";"-8,4";"1 309";"1 227";"6,7";"135,03";"20,4";"1 111";"301"
"Saint-Chrysostome";"MÉ";"2 582";"2 645";"-2,4";"1 184";"1 167";"1,5";"1 105";"1 107";"-0,2";"100,20";"25,8";"1 165";"324"
"Sainte-Barbe";"MÉ";"1 609";"1 324";"21,5";"895";"787";"13,7";"733";"601";"22,0";"40,14";"40,1";"1 589";"483"
"Très-Saint-Sacrement";"PE";"1 189";"1 186";"0,3";"506";"498";"1,6";"473";"467";"1,3";"97,16";"12,2";"1 909";"582"
"Chandler";"V";"7 490";"7 546";"-0,7";"3 794";"3 739";"1,5";"3 572";"3 445";"3,7";"418,45";"17,9";"546";"134"
"Grande-Rivière";"V";"3 384";"3 408";"-0,7";"1 723";"1 701";"1,3";"1 643";"1 610";"2,0";"87,92";"38,5";"952";"244"
"Mont-Alexandre";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"1 800,87";"0,0";"4 831";"1 194"
"Percé";"V";"3 095";"3 103";"-0,3";"1 862";"1 880";"-1,0";"1 550";"1 523";"1,8";"432,81";"7,2";"1 021";"267"
"Port-Daniel--Gascons";"MÉ";"2 271";"2 210";"2,8";"1 227";"1 140";"7,6";"1 079";"982";"9,9";"300,29";"7,6";"1 269";"365"
"Sainte-Thérèse-de-Gaspé";"MÉ";"979";"1 015";"-3,5";"504";"509";"-1,0";"475";"462";"2,8";"34,45";"28,4";"2 133";"668"
"Bégin";"MÉ";"851";"818";"4,0";"491";"477";"2,9";"384";"366";"4,9";"189,67";"4,5";"2 306";"731"
"Ferland-et-Boilleau";"MÉ";"632";"540";"17,0";"319";"346";"-7,8";"263";"221";"19,0";"383,09";"1,6";"2 658";"848"
"L'Anse-Saint-Jean";"MÉ";"1 301";"1 201";"8,3";"961";"910";"5,6";"621";"563";"10,3";"501,79";"2,6";"1 813";"562"
"Lac-Ministuk";"NO";"58";"0";"...";"23";"0";"...";"23";"0";"...";"1 478,79";"0,0";"4 465";"1 163"
"Lalemant";"NO";"0";"0";"...";"1";"0";"...";"0";"0";"...";"190,57";"0,0";"4 831";"1 194"
"Larouche";"MÉ";"1 601";"1 486";"7,7";"829";"778";"6,6";"694";"637";"8,9";"84,71";"18,9";"1 597";"485"
"Mont-Valin";"NO";"10";"0";"...";"44";"130";"-66,2";"5";"1";"400,0";"33 540,39";"0,0";"4 722";"1 179"
"Petit-Saguenay";"MÉ";"600";"634";"-5,4";"384";"378";"1,6";"305";"310";"-1,6";"329,63";"1,8";"2 716";"862"
"Rivière-Éternité";"MÉ";"414";"413";"0,2";"239";"243";"-1,6";"199";"181";"9,9";"473,17";"0,9";"3 128";"980"
"Saguenay";"V";"144 723";"145 949";"-0,8";"71 017";"69 859";"1,7";"67 522";"66 246";"1,9";"1 124,63";"128,7";"36";"8"
"Saint-Ambroise";"MÉ";"3 883";"3 781";"2,7";"1 833";"1 794";"2,2";"1 697";"1 596";"6,3";"149,37";"26,0";"880";"221"
"Saint-Charles-de-Bourget";"MÉ";"784";"736";"6,5";"383";"354";"8,2";"344";"311";"10,6";"62,13";"12,6";"2 392";"765"
"Saint-David-de-Falardeau";"MÉ";"2 996";"2 768";"8,2";"2 250";"2 102";"7,0";"1 381";"1 200";"15,1";"398,25";"7,5";"1 049";"276"
"Saint-Fulgence";"MÉ";"2 061";"2 071";"-0,5";"998";"1 008";"-1,0";"921";"887";"3,8";"351,91";"5,9";"1 358";"396"
"Saint-Félix-d'Otis";"MÉ";"1 109";"956";"16,0";"819";"771";"6,2";"548";"430";"27,4";"233,16";"4,8";"1 989";"613"
"Saint-Honoré";"V";"6 376";"5 757";"10,8";"2 609";"2 286";"14,1";"2 535";"2 202";"15,1";"189,38";"33,7";"622";"155"
"Sainte-Rose-du-Nord";"PE";"434";"439";"-1,1";"261";"333";"-21,6";"217";"200";"8,5";"116,61";"3,7";"3 093";"971"
"Bonsecours";"MÉ";"650";"608";"6,9";"326";"319";"2,2";"293";"280";"4,6";"60,36";"10,8";"2 618";"835"
"Cleveland";"CT";"1 581";"1 541";"2,6";"696";"694";"0,3";"588";"575";"2,3";"123,59";"12,8";"1 610";"488"
"Kingsbury";"VL";"142";"138";"2,9";"75";"68";"10,3";"70";"63";"11,1";"6,11";"23,3";"4 089";"1 141"
"Lawrenceville";"VL";"618";"635";"-2,7";"295";"293";"0,7";"283";"281";"0,7";"16,73";"36,9";"2 679";"854"
"Maricourt";"MÉ";"456";"416";"9,6";"204";"192";"6,3";"193";"180";"7,2";"61,10";"7,5";"3 031";"952"
"Melbourne";"CT";"1 096";"1 063";"3,1";"494";"504";"-2,0";"439";"426";"3,1";"173,93";"6,3";"2 003";"622"
"Racine";"MÉ";"1 340";"1 323";"1,3";"706";"695";"1,6";"583";"553";"5,4";"105,63";"12,7";"1 780";"547"
"Richmond";"V";"3 259";"3 232";"0,8";"1 720";"1 679";"2,4";"1 609";"1 572";"2,4";"6,98";"466,8";"985";"257"
"Saint-Claude";"MÉ";"1 141";"1 185";"-3,7";"585";"603";"-3,0";"491";"491";"0,0";"118,85";"9,6";"1 958";"603"
"Saint-Denis-de-Brompton";"MÉ";"4 594";"4 054";"13,3";"2 095";"1 881";"11,4";"1 838";"1 598";"15,0";"70,29";"65,4";"774";"196"
"Saint-François-Xavier-de-Brompton";"MÉ";"2 469";"2 273";"8,6";"1 058";"967";"9,4";"1 020";"932";"9,4";"97,71";"25,3";"1 207";"339"
"Sainte-Anne-de-la-Rochelle";"MÉ";"625";"598";"4,5";"277";"275";"0,7";"254";"241";"5,4";"61,86";"10,1";"2 668";"851"
"Stoke";"MÉ";"3 014";"2 955";"2,0";"1 283";"1 258";"2,0";"1 221";"1 185";"3,0";"255,12";"11,8";"1 042";"274"
"Ulverton";"MÉ";"433";"418";"3,6";"214";"218";"-1,8";"183";"171";"7,0";"51,27";"8,4";"3 098";"973"
"Val-Joli";"MÉ";"1 671";"1 619";"3,2";"723";"696";"3,9";"695";"652";"6,6";"91,69";"18,2";"1 554";"472"
"Valcourt";"V";"2 139";"2 165";"-1,2";"1 123";"1 103";"1,8";"1 052";"1 014";"3,7";"5,41";"395,2";"1 326";"386"
"Valcourt";"CT";"1 029";"1 044";"-1,4";"493";"492";"0,2";"461";"448";"2,9";"80,39";"12,8";"2 075";"650"
"Windsor";"V";"5 294";"5 419";"-2,3";"2 446";"2 422";"1,0";"2 362";"2 353";"0,4";"14,53";"364,3";"706";"180"
"Adstock";"MÉ";"2 903";"2 806";"3,5";"1 767";"1 803";"-2,0";"1 276";"1 196";"6,7";"290,03";"10,0";"1 064";"281"
"Beaulac-Garthby";"MÉ";"931";"905";"2,9";"814";"839";"-3,0";"478";"438";"9,1";"75,96";"12,3";"2 206";"692"
"Disraeli";"V";"2 360";"2 336";"1,0";"1 311";"1 288";"1,8";"1 226";"1 198";"2,3";"6,80";"347,1";"1 242";"352"
"Disraeli";"PE";"1 163";"1 123";"3,6";"754";"760";"-0,8";"540";"517";"4,4";"92,53";"12,6";"1 933";"593"
"East Broughton";"MÉ";"2 248";"2 199";"2,2";"1 059";"1 038";"2,0";"1 014";"996";"1,8";"8,86";"253,9";"1 281";"372"
"Irlande";"MÉ";"897";"884";"1,5";"435";"434";"0,2";"383";"369";"3,8";"109,85";"8,2";"2 247";"709"
"Kinnear's Mills";"MÉ";"397";"350";"13,4";"194";"188";"3,2";"168";"149";"12,8";"93,66";"4,2";"3 189";"993"
"Sacré-Coeur-de-Jésus";"PE";"536";"521";"2,9";"277";"267";"3,7";"223";"215";"3,7";"104,73";"5,1";"2 856";"899"
"Saint-Adrien-d'Irlande";"MÉ";"395";"399";"-1,0";"209";"209";"0,0";"178";"170";"4,7";"53,18";"7,4";"3 200";"996"
"Saint-Fortunat";"MÉ";"255";"263";"-3,0";"164";"176";"-6,8";"133";"132";"0,8";"76,09";"3,4";"3 658";"1 086"
"Saint-Jacques-de-Leeds";"MÉ";"711";"685";"3,8";"357";"348";"2,6";"315";"300";"5,0";"80,56";"8,8";"2 498";"793"
"Saint-Jacques-le-Majeur-de-Wolfestown";"PE";"186";"188";"-1,1";"134";"127";"5,5";"90";"85";"5,9";"58,71";"3,2";"3 906";"1 120"
"Saint-Jean-de-Brébeuf";"MÉ";"351";"372";"-5,6";"171";"185";"-7,6";"157";"158";"-0,6";"79,15";"4,4";"3 339";"1 024"
"Saint-Joseph-de-Coleraine";"MÉ";"1 820";"1 762";"3,3";"1 124";"1 115";"0,8";"866";"835";"3,7";"126,76";"14,4";"1 461";"429"
"Saint-Julien";"MÉ";"378";"376";"0,5";"203";"197";"3,0";"172";"158";"8,9";"81,70";"4,6";"3 253";"1 010"
"Saint-Pierre-de-Broughton";"MÉ";"889";"898";"-1,0";"453";"473";"-4,2";"396";"388";"2,1";"150,56";"5,9";"2 258";"715"
"Sainte-Clotilde-de-Beauce";"MÉ";"569";"549";"3,6";"261";"278";"-6,1";"233";"241";"-3,3";"60,55";"9,4";"2 778";"877"
"Sainte-Praxède";"PE";"351";"327";"7,3";"290";"298";"-2,7";"157";"149";"5,4";"136,18";"2,6";"3 339";"1 024"
"Thetford Mines";"V";"26 072";"25 403";"2,6";"13 059";"12 691";"2,9";"12 216";"11 975";"2,0";"225,97";"115,4";"176";"45"
"Lac-Boisbouscache";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"98,15";"0,0";"4 831";"1 194"
"Notre-Dame-des-Neiges";"MÉ";"1 194";"1 085";"10,0";"815";"778";"4,8";"575";"509";"13,0";"94,44";"12,6";"1 905";"581"
"Saint-Clément";"MÉ";"479";"460";"4,1";"231";"231";"0,0";"214";"193";"10,9";"86,72";"5,5";"2 988";"940"
"Saint-Guy";"MÉ";"76";"54";"40,7";"65";"66";"-1,5";"47";"35";"34,3";"139,54";"0,5";"4 369";"1 157"
"Saint-Jean-de-Dieu";"MÉ";"1 651";"1 596";"3,4";"742";"755";"-1,7";"699";"698";"0,1";"152,04";"10,9";"1 566";"476"
"Saint-Mathieu-de-Rioux";"MÉ";"691";"639";"8,1";"573";"559";"2,5";"341";"309";"10,4";"107,27";"6,4";"2 540";"809"
"Saint-Médard";"MÉ";"216";"209";"3,3";"120";"115";"4,3";"106";"99";"7,1";"75,28";"2,9";"3 805";"1 110"
"Saint-Simon-de-Rimouski";"MÉ";"455";"426";"6,8";"333";"330";"0,9";"230";"202";"13,9";"74,84";"6,1";"3 036";"954"
"Saint-Éloi";"PE";"310";"286";"8,4";"151";"144";"4,9";"136";"128";"6,3";"65,77";"4,7";"3 480";"1 052"
"Sainte-Françoise";"PE";"383";"386";"-0,8";"209";"213";"-1,9";"192";"187";"2,7";"88,83";"4,3";"3 232";"1 005"
"Sainte-Rita";"MÉ";"303";"307";"-1,3";"216";"224";"-3,6";"142";"143";"-0,7";"129,52";"2,3";"3 502";"1 057"
"Trois-Pistoles";"V";"3 115";"3 246";"-4,0";"1 727";"1 770";"-2,4";"1 562";"1 562";"0,0";"7,63";"408,1";"1 015";"264"
"Cantley";"MÉ";"11 449";"10 699";"7,0";"4 289";"3 988";"7,5";"4 109";"3 768";"9,0";"126,12";"90,8";"376";"96"
"Chelsea";"MÉ";"8 000";"6 909";"15,8";"3 376";"2 898";"16,5";"3 041";"2 610";"16,5";"112,65";"71,0";"512";"129"
"L'Ange-Gardien";"MÉ";"6 102";"5 464";"11,7";"2 288";"2 058";"11,2";"2 176";"1 960";"11,0";"216,05";"28,2";"640";"163"
"La Pêche";"MÉ";"8 636";"7 863";"9,8";"4 962";"4 665";"6,4";"3 669";"3 274";"12,1";"577,18";"15,0";"481";"120"
"Notre-Dame-de-la-Salette";"MÉ";"841";"727";"15,7";"478";"473";"1,1";"381";"328";"16,2";"113,33";"7,4";"2 317";"736"
"Pontiac";"MÉ";"6 142";"5 850";"5,0";"2 710";"2 664";"1,7";"2 377";"2 252";"5,6";"445,27";"13,8";"635";"160"
"Val-des-Monts";"MÉ";"13 328";"11 582";"15,1";"7 002";"6 418";"9,1";"5 350";"4 564";"17,2";"434,77";"30,7";"329";"87"
"Lac-Etchemin";"MÉ";"4 028";"3 822";"5,4";"2 075";"2 076";"0,0";"1 741";"1 679";"3,7";"157,22";"25,6";"855";"216"
"Saint-Benjamin";"MÉ";"1 090";"987";"10,4";"493";"461";"6,9";"461";"415";"11,1";"111,53";"9,8";"2 008";"624"
"Saint-Camille-de-Lellis";"PE";"737";"752";"-2,0";"458";"467";"-1,9";"380";"380";"0,0";"251,93";"2,9";"2 464";"787"
"Saint-Cyprien";"PE";"474";"490";"-3,3";"290";"308";"-5,8";"238";"233";"2,1";"93,48";"5,1";"3 001";"943"
"Saint-Louis-de-Gonzague";"MÉ";"390";"374";"4,3";"221";"232";"-4,7";"183";"172";"6,4";"118,01";"3,3";"3 209";"999"
"Saint-Luc-de-Bellechasse";"MÉ";"449";"438";"2,5";"325";"347";"-6,3";"231";"217";"6,5";"161,99";"2,8";"3 050";"958"
"Saint-Magloire";"MÉ";"712";"676";"5,3";"471";"450";"4,7";"346";"313";"10,5";"208,61";"3,4";"2 496";"792"
"Saint-Prosper";"MÉ";"3 596";"3 590";"0,2";"1 646";"1 600";"2,9";"1 561";"1 501";"4,0";"133,74";"26,9";"917";"235"
"Saint-Zacharie";"MÉ";"1 684";"1 653";"1,9";"825";"791";"4,3";"760";"739";"2,8";"186,56";"9,0";"1 546";"468"
"Sainte-Aurélie";"MÉ";"856";"847";"1,1";"507";"483";"5,0";"423";"408";"3,7";"78,25";"10,9";"2 298";"728"
"Sainte-Justine";"MÉ";"1 828";"1 820";"0,4";"844";"850";"-0,7";"786";"759";"3,6";"126,28";"14,5";"1 455";"425"
"Sainte-Rose-de-Watford";"MÉ";"740";"729";"1,5";"399";"469";"-14,9";"334";"316";"5,7";"115,13";"6,4";"2 459";"785"
"Sainte-Sabine";"PE";"343";"358";"-4,2";"237";"230";"3,0";"195";"190";"2,6";"66,89";"5,1";"3 370";"1 031"
"Hemmingford";"VL";"829";"755";"9,8";"403";"387";"4,1";"379";"352";"7,7";"1,07";"775,6";"2 333";"743"
"Hemmingford";"CT";"1 995";"1 900";"5,0";"899";"899";"0,0";"821";"783";"4,9";"157,22";"12,7";"1 383";"406"
"Napierville";"MÉ";"4 020";"3 899";"3,1";"1 740";"1 628";"6,9";"1 638";"1 607";"1,9";"4,50";"893,3";"856";"217"
